asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category,text
B00B6JLOJA,,5,"Oooof, I hit my head. But wait, it didn't hurt!","12 21, 2014",A2RHD12BQPU96Y,Timay,,Nice,1419120000,TRUE,,Tools_and_Home_Improvement,oooof hit head wait hurt
B0032JTDPO,,3,"Shot around 100 nails through so far no issues
needs more use before it gets another star","01 21, 2016",A115TA83GO2GGI,Amazon Customer,{'Size:': ' 1-Pack'},Three Stars,1453334400,TRUE,,Tools_and_Home_Improvement,shot around 100 nail far issuesneeds use get another star
B00IMNAGTC,,5,"Very happy with purchase. Filter fits perfectly, unlike some other filter reviews. Heavy duty and don't need to worry about damaging it. Fast shipping. Bonus find that it was also made in USA.","09 5, 2017",A1IRHOL30O56S4,Bobert,{'Size:': ' 16 x 20 x 1'},Very happy with purchase,1504569600,TRUE,,Tools_and_Home_Improvement,happy purchase filter fit perfectly unlike filter review heavy duty need worry damage fast shipping bonus find also make usa
B00QX1RBHA,,1,"Used it 4 times and it doesn't work anymore. It drained 2 sets of batteries and Now I am stuck. Out of ""warranty"". I would like my money back but, that won't happen now. No more off brand electronics for me.","03 19, 2017",A2K2962Y5XU03N,David M,,Used it 4 times and it is dead .,1489881600,TRUE,,Tools_and_Home_Improvement,use 4 time work anymore drain 2 set battery stick warranty would like money back wo happen brand electronics
B00DM8J15C,,5,I installed the belt in myself and the cable was the right price and size. I have no problems and it is holding strong.,"04 15, 2014",A3K8CXT7LTCH46,Bobby Allen Hill,,YES!!!,1397520000,TRUE,,Tools_and_Home_Improvement,instal belt cable right price size problem hold strong
B011OTCYVS,,1,"Maybe a nice idea, but this knife is awful. It would have to be made much better to work right. As it is, the quick change thing barely works and evidently the mechanism breaks easily. The old method of opening your utility knife with a screwdriver to change the blade is vastly more reliable and far safer. Disclaimer: I'm typing this with my left hand only right now, having just gouged my right index finger trying to change the blade on this stupid thing. I'm generally not clumsy or accident prone, and quite mechanically inclined; so I'd have to agree with those who say this is a flawed design. Maybe that's why I got a 2 pack so cheap at Home Cheapo.","09 26, 2014",ACM1MRJ9YFM76,S. Bird,,Avoid this stupid tool.,1411689600,FALSE,,Tools_and_Home_Improvement,maybe nice idea knife awful would make much well work right quick change thing barely work evidently mechanism break easily old method open utility knife screwdriver change blade vastly reliable far safe disclaimer type left hand right gouge right index finger try change blade stupid thing generally clumsy accident prone quite mechanically inclined agree say flawed design maybe get 2 pack cheap home cheapo
B0192E35RO,,5,This is a great outdoor motion activated light fixture.  I used it to replace a unit with two CFL spotlights and this one gives very white light at nearly twice the distance of the old unit.  The width of the motion activation is very good.  I've put it on my wish list to get several more to replace other units around my home.,"03 4, 2017",A2EIEI1BEHAU8Y,Bonnie,,Great light!,1488585600,TRUE,,Tools_and_Home_Improvement,great outdoor motion activate light fixture use replace unit two cfl spotlight one give white light nearly twice distance old unit width motion activation good put wish list get several replace unit around home
B00AGK9KJQ,,5,"This is a great smart lock. Will work with wink hub to remotely set up code. Easy to use and good quality. After trying different locks, this is our favorite so far.","02 12, 2018",A2GZCCU0XYVZZA,Ping,,This is a great smart lock,1518393600,TRUE,,Tools_and_Home_Improvement,great smart lock work wink hub remotely set code easy use good quality try different lock favorite far
B00T53WU4W,,5,"literally fits right inside your wallet, or pocket.  very sturdy- all tools in card can be used for their intended purpose.  a good gadget to have.  a great stocking stuffer.","05 8, 2017",A2C02D69S3V8GT,bejenerous,{'Color:': ' Stainless Steel'},"handy, small, durable",1494201600,TRUE,,Tools_and_Home_Improvement,literally fit right inside wallet pocket tool card use intend purpose good gadget great stocking stuffer
B001VXRYCM,,4,"Fire Stations do NOT refill these anymore! U must take them to a fire supply store and they are charging $30.00 on average.
So its just best to throw them away once u discharge them fully and recycle them.","01 30, 2017",AURYM4GUBFESV,Tony,,So its just best to throw them away once u discharge them fully ...,1485734400,FALSE,,Tools_and_Home_Improvement,fire station refill anymore u must take fire supply store charge best throw away u discharge fully recycle
B001HSYT3S,,5,"goes with Leviton LTB30-1LZ Decora 1800W Incandescent/20A Resistive-Inductive 1HP Preset 5-10-15-30 Minute Countdown Timer Switch,  works great!","02 13, 2015",A1DFPNL3ILPZRP,Glenn W. Gaarder,{'Color:': ' White/Ivory/Light Almond'},I really like it,1423785600,TRUE,,Tools_and_Home_Improvement,go leviton decora 1800w 1hp preset minute countdown timer switch work great
B006X36IGS,,2,"decent quality, small for 6 foot adult - others has comment on this , zero anti-reflection quality - it was cheap so tried it, did not pan out.","02 26, 2014",A33WWL4MTSSZVJ,Greg P.,{'Color:': ' Anti Reflective'},"decent quality, small for 6 foot adult - others has comment on this , zero anti-reflection quality",1393372800,TRUE,,Tools_and_Home_Improvement,decent quality small 6 foot adult others comment zero quality cheap tried pan
B0170JL9A8,,4,"Good design for a 3"" toilet. Fairly easy to install. Only wish it came with a gasket for the between the bowl and the seat.","12 28, 2017",A161JH2Y4YJ2Y,KSed,,"Good design for a 3"" toilet",1514419200,TRUE,,Tools_and_Home_Improvement,good design 3 toilet fairly easy install wish come gasket bowl seat
B005ESNJZ6,,5,They are what was recommended to me and seem to work well.,"07 18, 2015",A1LL1U213D0J4H,eanj,{'Size:': ' 16x20x1M8-6'},Good product,1437177600,TRUE,,Tools_and_Home_Improvement,recommend seem work well
B003XX7XCY,,4,works as it should but wish they carried for the left side. I have 2 drills,"08 1, 2016",A3VTXY14TUAB4M,Davion,,Four Stars,1470009600,TRUE,,Tools_and_Home_Improvement,work wish carry left side 2 drill
B001KVZU94,,3,"These replacement bulbs came up in my search for ""12V 50Watt Type JC Lamp""- I took this info directly from a label on my lamp. I had to return the product because the specified ""G8"" base doesn't match the one I was replacing. I was not aware that there were different base sizes. From the photo, the bulb looks the same as the one I was replacing so the size difference is not obvious. Just wanted to alert others about this issue.","11 14, 2012",AI73U6UTHEMYL,by swm,{'Size:': ' 3 Pack'},Make sure G8 base matches bulb you need to replace...,1352851200,TRUE,,Tools_and_Home_Improvement,replacement bulb come search 12v 50watt type jc lamp take info directly label lamp return product specify g8 base match one replace aware different base size photo bulb look one replace size difference obvious want alert others issue
B00068P48O,,5,Product was exactly described. Perfect for my situation and has been working well since I got it. I would buy this item again and recommend it to my friends.  Thanks,"11 15, 2016",A3GIL6V1M11NYP,Lady_Giorgio,{'Style:': ' Work station'},Excellent,1479168000,TRUE,,Tools_and_Home_Improvement,product exactly describe perfect situation work well since get would buy item recommend friend thanks
B00NVGY8Q2,,4,Prompt delivery. Filters fit and look good. Only negative is they pester you via email to leave feedback. There's not a lot to say about air filters.,"05 9, 2016",A3EN76QVLTS7NE,Freeman P Thurston,{'Size:': ' 20x25x5'},Filters fit and look good. Only negative is they pester you via email ...,1462752000,TRUE,2,Tools_and_Home_Improvement,prompt delivery filter fit look good negative pester via email leave feedback lot say air filter
B000HJBEQ8,,1,Very cheaply made - i tried to put it in a light socket and the metal part separated from the glass bulb.  So I had to turn off the light and using pliers - remove the metal base.,"03 3, 2017",A2KN7UQ38V9ZMR,Rick Schott,"{'Size:': ' Candelabra Base', 'Color:': ' Crystal Clear', 'Style:': ' 40-Watt'}",Very cheaply made - i tried to put it in ...,1488499200,TRUE,2,Tools_and_Home_Improvement,cheaply make try put light socket metal part separate glass bulb turn light use plier remove metal base
B009OXZ0OU,,2,"Very disappointed with the amount of noise it makes.  I even took care to mount it to my cabinet using a rubber gasket to absorb any vibration (and hence noise), but this did not help much","07 9, 2015",A3AQ33MW4T23BK,Jeff Vicenzi,{'Size Name:': ' Single 80'},Very disappointed with the amount of noise it makes,1436400000,TRUE,,Tools_and_Home_Improvement,disappointed amount noise make even take care mount cabinet use rubber gasket absorb vibration hence noise help much
B001M0O1P2,,3,"Really big ,probably didn't need it but I wanted the full set.","03 21, 2015",A3RZHNYT2AAKT2,Bluenose,,"Really big, probably didn't need it but I wanted ...",1426896000,TRUE,,Tools_and_Home_Improvement,really big probably need want full set
B01DJPBMT0,,5,Great combo set,"03 6, 2018",AI6PO1GF9ARTZ,D. Mac,,Five Stars,1520294400,TRUE,,Tools_and_Home_Improvement,great combo set
B015FWN5EK,,1,Look elsewhere...these are cheap replicas of a decent flashlight.,"04 12, 2017",A2WWP3FP8GY91O,Amazon Customer,,Look elsewhere... these are cheap replicas of ...,1491955200,TRUE,,Tools_and_Home_Improvement,look elsewhere cheap replica decent flashlight
B002EVPO6I,,5,Can not use Boshitech nails. Jams gun. Use Hatachi. Hatachi works fine.,"07 5, 2016",A33ZZWXOP4K73Z,Amazon Customer,,Freeman air guns,1467676800,TRUE,2,Tools_and_Home_Improvement,use boshitech nail jam gun use hatachi hatachi work fine
B00N2GY39I,,5,"Beyond the standard household maintenance aspect, I use pliers as art tools. Sculptures are frequently built around armatures made from metal wire, spanning from ultrafine (30 gauge or so) to a more substantial 16 gauge. These wires are bent and organized to help give shape to the outer form, and having a pair of pliers that is up to the job (and comfortable) is critical. I look for a product that is a little more than a standard household plier and a bit less than a clipper.

Happily, these Irwin pliers are up for the job. The teeth get a good solid grasp and the longer handle gives comfort and ease of use from two different positions: close up for grip and further back for leverage. They have a solid heft and a comfortable, wrapped handle that makes working with them over the long period of time necessary for this task a pleasure. Of course, they are also more than up to the job of standard household usage and more: this is a construction-grade tool intended to help with electrical work. These may be more plier than most people will need for standard household use, but for specialist they have a lot to offer.","11 9, 2014",AOEP96629WHHA,A. Reid,"{'Size:': ' 9.5""', 'Style:': "" Linesman's Pliers with Wire Crimper""}",Well-designed tool comfortable for long-term use,1415491200,FALSE,3,Tools_and_Home_Improvement,beyond standard household maintenance aspect use plier art tool sculpture frequently build around armature make metal wire span ultrafine 30 gauge substantial 16 gauge wire bent organize help give shape outer form pair plier job comfortable critical look product little standard household plier bit less irwin plier job teeth get good solid grasp longer handle give comfort ease use two different position close grip far back leverage solid heft comfortable wrap handle make work long period time necessary task pleasure course also job standard household usage tool intend help electrical work may plier people need standard household use specialist lot offer
B00I1XOTXC,,3,"I like the looks and size, but I have a little trouble getting my clumsy hands to open it (it is pretty small).  No complaints about quality, sharpness, etc....  but it is a bit small for my liking.","09 2, 2015",A3USHFZRLOD1IC,N. Rengler,,I like the looks and quality.,1441152000,TRUE,,Tools_and_Home_Improvement,like look size little trouble get clumsy hand open pretty small complaint quality sharpness etc bit small liking
B000TTSXNI,,5,"Heats my room up very quickly! My favorite feature is once the temperature is set it will shut itself off once it reached! If your looking for something to heat up your room, you found your product!","01 8, 2017",A3ALZ4XM7359S2,West S.,{'Size:': ' 8.5&#x2033; L x 7.25&#x2033; W x 23&#x2033; H'},Great Heater!,1483833600,TRUE,,Tools_and_Home_Improvement,heat room quickly favorite feature temperature set shut reach look something heat room find product
B000ITGQXS,,3,I wanted a light to clip on the shelf over my computer. It isn't too bad for my purposes. The way it's made is real handy to attach in many ways. There is one problem. Either the batteries it came with were bad or it sucks up batteries like there's no tomorrow. I'm  holding my final assessment until I can check out the battery situation.,"05 13, 2014",A35KVDOAIXUQU,Nikilet,{'Color:': ' Silver'},Poor light for my useage,1399939200,TRUE,,Tools_and_Home_Improvement,want light clip shelf computer bad purpose way make real handy attach many way one problem either battery come bad suck battery like tomorrow hold final assessment check battery situation
B0019CQL60,,5,I bought this torch to use in a firebrick forge I made to use for blacksmithing type projects. The torch works great for a mini-forge application. Very sturdy and the auto-ignite is still working a month later.,"05 22, 2017",A2WV6ORGIB4IYI,Martin Wonderlin,{'Style:': ' Torch'},"Used for mini-forge, works great",1495411200,TRUE,,Tools_and_Home_Improvement,buy torch use firebrick forge make use blacksmithing type project torch work great application sturdy still work month later
B002FCP5RO,,5,"A gift for my son, the perfectionist, for Christmas, and he really loves this tape, may buy another for dad.","02 19, 2013",A1KDNIWDU4H026,J. C. Bellia,{'Size:': ' 25-Feet'},All stainnless steel!,1361232000,TRUE,,Tools_and_Home_Improvement,gift son perfectionist christmas really love tape may buy another dad
B000EX27PE,,4,Fantastic tool for the price.  It's not a Fluke but it will do everything a Fluke does and for a whole lot cheaper.  I've used it to test 220 and 120 and the fuses never blew.  It works with attachments and accessories very well.,"09 23, 2014",ACOTX40MZBJ2Z,Amazon Customer,{'Style:': ' Auto Ranging with Advanced Features'},Fantastic tool for the price,1411430400,TRUE,,Tools_and_Home_Improvement,fantastic tool price fluke everything fluke whole lot cheap use test 220 120 fuse never blow work attachment accessory well
B011WNKWII,,4,"They work, time lit is directly proportional to the amount of sunshine, but never for 5 hours...","12 31, 2016",A3LH61WGI1XZRH,Bigguns,,Four Stars,1483142400,TRUE,,Tools_and_Home_Improvement,work time lit directly proportional amount sunshine never 5 hour
B001OMGKUC,,5,Great little level. Inexpensive & it does the job.,"03 20, 2018",A2L9OPJAAEK08Q,spin_nin,{'Size Name:': ' 1-Pack'},Great little level.,1521504000,TRUE,,Tools_and_Home_Improvement,great little level inexpensive job
B000KMFDZ0,,4,"Only thing is the tip that should cut off and remove the extra wire fails just about every time.  Im not sure where to place the blame.
If not for that, i would rate 5 stars","06 9, 2013",A3R65GJY5O0AG3,cyber kid,,Does the job i need it to,1370736000,TRUE,,Tools_and_Home_Improvement,thing tip cut remove extra wire fail every time im sure place would rate 5 star
B001ARJR8S,,3,"Purchased two of these valves and installed them on two identical Kohler toilets following the installation directions to a T. One of the toilets is working great without any leaks, the other constantly leaks and will only stop if I physically play around with the flap and seat it in a certain way. I'm confident I followed the installation instructions correctly but just can't get a perfect seal.

Also, one thing to note, these do not come with a floater, so depending on how your toilet is set up, this means you have to hold down the flush button for quite a while when flushing rather than just depressing it for a second.","11 2, 2016",A1195GU6CJPI6T,Frank Meeuwissen,,Mixed results,1478044800,TRUE,,Tools_and_Home_Improvement,purchase two valve instal two identical kohler toilet follow installation direction one toilet work great without leak constantly leak stop physically play around flap seat certain way confident follow installation instruction correctly ca get perfect one thing note come floater depend toilet set mean hold flush button quite flush rather depress second
B00MX140FU,,5,"Remarkably high quality product for the money.  It will suction securely onto a smooth surface for about 5 minutes before naturally releasing, which is I find very acceptable.  It opens and tightens easily.  The feature to rotate the device works well.  However, this is a lightweight tool here, not a garage mounted workhorse.","04 16, 2015",A4BDCSB1GRKO3,d&#039;Artagnan,{'Size:': ' 1-(Pack)'},VERY good value,1429142400,TRUE,5,Tools_and_Home_Improvement,remarkably high quality product money suction securely onto smooth surface 5 minute naturally release find acceptable open tighten easily feature rotate device work well however lightweight tool garage mount workhorse
B0116SZMSY,,5,"Replaced our bathroom vanity bulbs with these LED lights. Very nice lighting, (Not yellowish color like incandescent) even better than the Incandescent bulbs we replaced.","05 16, 2016",A10NQKIG7NXUR7,Fusion,{'Style:': ' G14 3W=40W'},Edison Style LED bulbs,1463356800,FALSE,,Tools_and_Home_Improvement,replace bathroom vanity bulb lead light nice lighting yellowish color like incandescent even good incandescent bulb replace
B000XVRDSI,,5,These new contacts worked great. No more fooling with the bulb to get the lamp to light. Cheaper then buying anew lamp.,"02 26, 2014",A1PSPSEA8YK6V3,jim,,Replace burned contacts,1393372800,TRUE,,Tools_and_Home_Improvement,new contact work great fooling bulb get lamp light cheap buy anew lamp
B000MIN38G,,5,its a very friendly smooth and safe tape,"07 4, 2014",A3PCDLB4J5VSZJ,Ali,,Five Stars,1404432000,TRUE,,Tools_and_Home_Improvement,friendly smooth safe tape
B0009JS2ZW,,5,"It's a Leatherman, what can I say?

The first time I used it, I was a bit annoyed with the lubricant that was covering it, but after wiping it off, I have yet to be let down.

I got this one because I loved the black look of it.  It is always in my backpack which is always with me, normally it is within arms reach.","11 4, 2015",AYE7NU8RQF5PM,Doug W,{'Package Type:': ' Standard Packaging'},Leatherman = great quality,1446595200,TRUE,,Tools_and_Home_Improvement,leatherman say first time use bit annoyed lubricant cover wipe yet let get one love black look always backpack always normally within arm reach
B00UPJYOIA,,4,The markings are super easy to see but the paint wears off pretty quick.,"03 26, 2017",AOX71UI5H16VF,W.,,Four Stars,1490486400,TRUE,2,Tools_and_Home_Improvement,marking super easy see paint wear pretty quick
B00VJIMWZ8,,5,"I bought two packs of these, and finally got around to installing them the other day. The three lights that work do light up my front steps nicely, one of them has a broken switch (came that way), and will not stay on. Since I'm (barely) outside the return window, I'm stuck with only two lights, since three would leave my steps lopsided, and not very feng shui.  Maybe I can wear the 3rd on my hat?","06 22, 2015",A3NH1WIBX48S8E,PDB,,3 out of 4 ain't bad?,1434931200,TRUE,,Tools_and_Home_Improvement,buy two pack finally get around instal day three light work light front step nicely one break switch come way stay since barely outside return window stick two light since three would leave step lopsided feng shui maybe wear 3rd hat
B00192092C,,5,"These are lock-out-tag-out locks, not security locks. The bodies are made of plastic and the shackles are thin. They are intended for locking out breakers, electrical panels, and the like against accidental activation.

They have,  oddly, the best lock cores that Master makes. If you are training yourself to pick locks, they are super practice. They have 6 pins and every driver pin is a security pin. Very challenging and a great price point.

Don't use them to lock up your bike. That isn't what they are made for.","10 6, 2017",A2YVB66MK7MTKG,D,{'Color:': ' Red'},"Great locks, but know what you're ordering.",1507248000,TRUE,,Tools_and_Home_Improvement,lock security lock body make plastic shackle thin intend lock breaker electrical panel like accidental oddly best lock core master make train pick lock super practice 6 pin every driver pin security pin challenging great price use lock bike make
B00GWBBZ2I,,5,"These are amazing! It couldn't be simpler. Just screw in the bulb, download the app, turn on bluetooth and the bulbs will connect. I grouped four overhead in my basement ""theater"" setting and they work great! I doubt I will ever use the strobe effects but the fade effect is nice. And when bluetooth is not connected, the bulbs work as a regular bulb.","01 12, 2015",A27GRWI8PETRRX,PT,{'Size:': ' 60 Watt Equivalent - Classic'},These are amazing!!!,1421020800,TRUE,,Tools_and_Home_Improvement,amaze could simpler screw bulb download app turn bluetooth bulb connect group four overhead basement theater set work great doubt ever use strobe effect fade effect nice bluetooth connect bulb work regular bulb
B00093E03Q,,5,"Very good quality, as is usual for any Klein tool I've been exposed to.","02 16, 2017",A3GO4UEVEQTA14,Amazon Customer,{'Style:': ' Outside'},Thumbs up,1487203200,TRUE,,Tools_and_Home_Improvement,good quality usual klein tool expose
B00960JOW0,,5,"It takes a bit of practice, getting the rate of speed right, but once figured out, this sealer is excellent.  After just a few initial attempts, I figured out the proper speed and then started to seal all our chips and other packages.  Where there is a seam in the plastic, it may be a bit more tricky to seal across it, but still, it can do it.

So far, the best solution I've found to seal snack and similar bags.","08 24, 2014",ANOB9WGSJZBX,Asus Ace,,Works great...but find the right rate of speed for the type of bag.,1408838400,TRUE,,Tools_and_Home_Improvement,take bit practice get rate speed right figure sealer excellent initial attempt figure proper speed start seal chip package seam plastic may bit tricky seal across still far best solution find seal snack similar bag
B000UB7VQ0,,5,"I do plumbing for a living. This really is the best diverter spout out there, the only one I recommend to my customers.","03 26, 2011",A30RCWSX7EA0VH,Nick G.,{'Color:': ' Chrome'},Best diverter spout money can buy,1301097600,TRUE,19,Tools_and_Home_Improvement,plumb living really best diverter spout one recommend customer
B000F7RSFI,,5,These are just what I was looking for. They seem to be of good quality and they are optically great.,"01 13, 2014",A33SAL1G5AYLST,Steven E,{'Color:': ' Blue Lens'},not bad for the price,1389571200,TRUE,,Tools_and_Home_Improvement,look seem good quality optically great
B01C4M1NIE,,5,Worked like a charm and allowed me to diagnose an electrical issue without having a pro come out.,"02 7, 2018",A2EPFTNGSGVBE3,Torpey,{'Size:': ' Voltage Tester & Outlet Tester Kit'},Five Stars,1517961600,TRUE,,Tools_and_Home_Improvement,work like charm allow diagnose electrical issue without pro come
B00KDZGBM8,,1,"These light bulbs are ~$6 a piece.  One of them died after six months, but is no longer eligible for return.  If Amazon and TCP advertise LED light bulbs for efficiency AND lifespan of ~18 years, then Amazon should allow a way to return a bad bulb after sis months!","07 2, 2015",A3JRZV9AW93Y6Q,LIVIA,,Great product,1435795200,TRUE,,Tools_and_Home_Improvement,light bulb 6 piece one die six month longer eligible return amazon tcp advertise lead light bulb efficiency lifespan year amazon allow way return bad bulb sis month
B0012W2QCK,,3,They're expensive leads...quality needs to come up to match the price point.,"02 17, 2016",A3KRKA4HCC7UCT,Rich,{'Size:': ' TL809: Electronic'},Three Stars,1455667200,TRUE,,Tools_and_Home_Improvement,expensive lead quality need come match price point
B00YS401X0,,4,A great little vise.  It would appear that the issue of the loose pivot has been fixed.  This vise tightens and works as it should.,"10 23, 2017",AY7DMT31YBNQW,Russ,{'Size:': ' LV-4'},A great little vise.,1508716800,TRUE,,Tools_and_Home_Improvement,great little vise would appear issue loose pivot fix vise tighten work
B001QOGMAG,,4,"1) Detection: 70PPM = 60-240min, 150PPM = 10-50min, 400PPM = 4-15 min. The detection on this unit has accuracy of +/-30% in ideal conditions so don't falsely believe you're getting precision measurement ever. (Not that this unit is not particulary inaccurate compared to others, it's just the way CO detection goes in such units). You should know that as low as 30PPM are apparently harmful for kids/elderly, but there's a reason why this unit isn't that sensitive. This is a UL cert unit. UL certified units won't bark at less than 30PPM because of sensitivity/false alarms standards. That means it's not overly sensitive and simply good for healthy adults.

2) Competition: Only one other option really exists. First Alert, same price & features:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/First-Alert-CO410-Battery-Powered-Carbon-Monoxide-Alarm-with-Digital-Display/dp/B000OCSAUQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">First Alert CO410 Battery Powered Carbon Monoxide Alarm with Digital Display</a>&nbsp;It's reviewed poorly and not really a valid choice at this point (early 2012) due to quality/bugs. If this is the feature set you want, go with the Kidde no contest. Nighthawk line also have a good reputation and good consumer reports reviews. (Don't rule out First Alert for smoke detectors though... they have some good models there.)

3) You'll actually receive model ""KN-COPP-B-LP"", not ""KN-COPP-B-LS"". That's because the LP (long life) replaced the LS (no longer made). Some reviews complain about the subtle differences, and I notice the amazon page still has references to the LS model in product description and product specification sections.

4) Mounting: Saw a review saying it should be mounted low. This is incorrect. Manual advises ""eye-level"" as optimum, and table top as an option. Carbon Monoxide/CO is slightly lighter than air, but mixes well.. so high=good. If you need to know more, both the data sheet and the owners manual are available on Kidde's website.

6) Network Considerations: Some people with multiple story houses like to have all the alarms networked (wirelessly or other) so they all go off at once. No such feature here, and when looking for wirelessly linked you are always stuck with buying alarms all of one brand/model/series so remember that. Also, unless you have a room/basement far away that you can't hear the screeching from you probably don't want them networked as it will prevent you diagnosing the problem's location and what to do (e.g. fire alarm going off in a certain room would let you rush to/away that location without slowing to check each doorknob vs. all going off at once and being disoriented about which direction to run after being suddenly awoken at 2AM.)

7) LCD Monitor: I want it. You want it. But admit to yourself this is really just a nice to have that gives you confidence it's working right. From a practical standpoint this isn't much more than a gimmick. Again you're talking plus or minus 30% accuracy (e.g. 100PPM could be 70PPM or 130PPM).  These are alarms, not monitors. About all you can/should count on for any such unit is an alarm when unquestionably deadly circumstances exist, not chronic unhealthy levels or some such.","02 8, 2012",ABIB0DRRDLN7P,Some Average Guy,,Best of Battery + LCD choices,1328659200,TRUE,20,Tools_and_Home_Improvement,1 detection 70ppm 150ppm 400ppm min detection unit accuracy ideal condition falsely believe get precision measurement ever unit particulary inaccurate compare others way co detection go unit know low 30ppm apparently harmful reason unit sensitive ul cert unit ul certify unit wo bark less 30ppm alarm standard mean overly sensitive simply good healthy competition one option really exist first alert price feature nbsp first alert co410 battery power carbon monoxide alarm digital display nbsp review poorly really valid choice point early 2012 due feature set want go kidde contest nighthawk line also good reputation good consumer report review rule first alert smoke detector though good model 3 actually receive model lp long life replace l longer make review complain subtle difference notice amazon page still reference ls model product description product specification mounting saw review say mount low incorrect manual advise optimum table top option carbon slightly light air mix need know data sheet owner manual available kidde network consideration people multiple story house like alarm network wirelessly go feature look wirelessly link always stick buying alarm one remember also unless far away ca hear screech probably want network prevent diagnose problem location fire alarm go certain room would let rush location without slow check doorknob go disorient direction run suddenly awake 2am 7 lcd monitor want want admit really nice give confidence work right practical standpoint much gimmick talk plus minus 30 accuracy 100ppm could 70ppm 130ppm alarm monitor count unit alarm unquestionably deadly circumstance exist chronic unhealthy level
B0091C5HT2,,5,"Other than it leaking severely, which I had already expected, this works great. Pipe tape fixed it up nice. Will update.","10 1, 2016",AQMMVRWAFT22R,M. Derossett,{'Color:': ' HF43'},this works great. Pipe tape fixed it up nice,1475280000,TRUE,,Tools_and_Home_Improvement,leak severely already expect work great pipe tape fix nice update
B000HM7WFC,,5,"Works great, easy to install.  I put cement foundation around the base to secure the post.  Would recommend for any DIY fan or non DYI person the category in  which I would put myself.","08 29, 2016",A2HKKO1YZAFQRA,PapaRick,{'Package Quantity:': ' 1'},"Works great, easy to install",1472428800,TRUE,,Tools_and_Home_Improvement,work great easy install put cement foundation around base secure post would recommend diy fan non dyi person category would put
B001XQ4JFC,,5,Good quality recessed box. Deep insides for wiring or anything else. Great for mounting an electric wall clock outlet or anything you need flush WITH the device plugged in.,"12 30, 2016",ARHFIQN3LD7Z2,Marisa H.,"{'Size:': ' 1 Gang', 'Color:': ' White'}",Nice wall clock style box. Flush,1483056000,TRUE,,Tools_and_Home_Improvement,good quality recess box deep inside wiring anything else great mount electric wall clock outlet anything need flush device plug
B00BUAKHZ2,,5,"This is an adorable yellow polo with a light blue stripe on the collar and chest pocket.  Now I got size 8 for my skinny 7 year old and it is big on him, but underneath the Kitestrings V-Neck sweater it looks perfect since it sticks out nicely on the bottom.  Worn alone it would definitely fit as expected on an 8 year old.  My son loves how soft it is, its definitely not cheap cotton.","04 5, 2014",A2RVCF21L2NPU5,Cherise Kachelmuss,{'Size:': ' 30` Pairs'},Thick and soft!,1396656000,FALSE,,Tools_and_Home_Improvement,adorable yellow polo light blue stripe collar chest pocket get size 8 skinny 7 year old big underneath kitestrings sweater look perfect since stick nicely bottom wear alone would definitely fit expect 8 year old son love soft definitely cheap cotton
B00BCCNZ98,,5,Nice bright light. Syick up very well. sensor works extremly well in my bath and closet. Might even try one outside to light up my door lock,"03 8, 2015",A308NKNLH3SRKF,AJ,{'Format:': ' Tools & Home Improvement'},very nice,1425772800,TRUE,,Tools_and_Home_Improvement,nice bright light syick well sensor work extremly well bath closet might even try one outside light door lock
B005R21U78,,5,"My heater would come on, run for a minute, then go out.  Gave me the error code associated with the flame sensor.  I ordered this one and it works great now.  Inexpensive and works like a charm.","03 25, 2012",A29PUOLKSQ8A05,J. Lane,,fixed my problem,1332633600,TRUE,3,Tools_and_Home_Improvement,heater would come run minute go give error code associate flame sensor order one work great inexpensive work like charm
B00OIH9TMG,,5,"Seem's to be a high quality Maul , works great so far . Fast Shipping , will enjoy for years to come , thanks","10 23, 2015",A376XXJHW2WHNK,jmart,{'Color:': ' Wood'},Nice Maul,1445558400,TRUE,,Tools_and_Home_Improvement,seem high quality maul work great far fast shipping enjoy year come thanks
B00XX69S6A,,1,It was a bad purchase - it keeps falling-off.,"08 5, 2016",ADUJH7YLH4F7J,ziprut,,A bad product.,1470355200,TRUE,,Tools_and_Home_Improvement,bad purchase keep
B000BKUY1O,,4,Took some practice but I think I got it go around and get all the dull bits from friends and start  your practice,"01 7, 2018",A3BOV0S5JRADGE,Dave B.,{'Style:': ' Drill Doctor 350X Drill Bit Sharpener'},... I got it go around and get all the dull bits from friends and start your,1515283200,TRUE,,Tools_and_Home_Improvement,take practice think get go around get dull bit friend start practice
B00OA98Q7G,,5,"Works well, very accurate thermostat. Unlike others I have had, which didn't maintain the set temp.","12 10, 2016",A3MY9DORL47FHD,Rich,,Five Stars,1481328000,TRUE,,Tools_and_Home_Improvement,work well accurate thermostat unlike others maintain set temp
