,asin,overall,vote,Category,cleanText
1819,B000QNZNNA,5,,Digital_Music,great old school song
1820,B00AYNG9BC,5,,Digital_Music,great show great soundtrack
1821,6301413024,3,,Movies_and_TV,act great
1822,B0078EPBHI,5,,Gift_Cards,perfect thank
1823,B001JTFPFQ,4,,Tools_and_Home_Improvement,great need thin bumper
1824,B00005NIPX,5,3,Magazine_Subscriptions,intelligent fashion magazine treat fashion lover like idiot great depth article screenplay celebs charity politics course fashion duh
1825,B00005N7RD,5,,Magazine_Subscriptions,husband love magazine lot good info repetitive maybe sometimes need reminder
1826,7102623,3,2,Books,bother one iota mr morris chose invent narrator character ronald reagan life interesting device provide different perspective mr reagan enigma person generation like even hear people talk president vagueness like person really would like find personality make tick hollywood get leader world opaque personality nothing would tedious read biography reagan dry sandpaper list fact like number think author try give u sense character man like think morris succeed moderately however find many section book deal fictional life narrator imaginary conversation pal subject remotely connect ronald reagan distract book eventually skim read passage find frustrate think morris editor look elsewhere consume panic narration technique fail take decent red pen text merit another critic find end book want know enigmatic mr reagan fear buy one sandpaper book order real shame otherwise think mr morris deserves praise present view mr reagan u might otherwise would recommend book anyone certainly experience look nut bolt biography every little fact throw biography
1827,B00CPGMUXW,5,,Patio_Lawn_and_Garden,work great clean patio shed
1828,B00U48I4NS,5,,Sports_and_Outdoors,product awesome use abnormal manner work perfectly homework tracker day teen use wristband log homework due date along assignment turn inproduct rec discounted rate exchange honest review
1829,B0029T0S70,5,,Automotive,love towel wash micro fiber material dry dryer gently ring hand hang still water leave interior clothes rack
1830,B01E4QUN0W,5,,Gift_Cards,buy many amazon gift card christmas person receive shop anything want fight crowd cold snowy weather well receive everyone
1831,B001AFD20E,4,6,Software,rosetta stone program good quick fast intro language especially casual visitor use previous version help learn enough french get frequent visit paris business son use version support school french class find helpful get quickly point learn basic break french improve pronunciation accent son similar wary company hype equivalent immersion program learn language etc nonsense fact find lack help understand french grammar completely inadequate sometimes help understand french use mean good dictionary essential know language culture find necessary ask question french colleague proper idiomatic cultural us various word phrase
1832,B005XUHH8A,5,,Tools_and_Home_Improvement,love leveler untill lose week later
1833,B000JCGU8U,4,,Industrial_and_Scientific,excited spray toxic stuff house get work seem exude smell least get close find hinge cart stuff creaky cranky careful press pump release ample amount use sparingly little lube hinge move part
1834,B0008EOAZO,2,,Clothing_Shoes_and_Jewelry,margin error need 37 breath
1835,B0009RF9DW,5,,All_Beauty,use bellmira herbaflor herbal bath year relaxing bubble bath best ever water hard stuff still make bubble like ever find scent mild must try
1836,B006LPO9QE,5,,Kindle_Store,movie buff game keep real question fun game user friendly would recommend game friend kindle
1837,B00ARJOWG2,5,,Industrial_and_Scientific,stand perfect burette tube diameter stable sturdy enough
1838,B001DZQYJW,5,,Sports_and_Outdoors,light weight east use perfect size use aluminum foil underneath turn black bottom fire work like charm
1839,B0009RF9DW,5,15,All_Beauty,allergic lot thing occasionally get red rash body use body wash one exception single complain perfect
1840,6300252310,4,,Movies_and_TV,nice dvd interesting bonus material like big monster movie give try
1841,B003OGV7UO,5,,Luxury_Beauty,pretty color hint shimmer
1842,B00DJU340G,5,,Musical_Instruments,look great bass make cello violin let
1843,B000VLZCEW,3,,Software,mix feeling product bail c disk crash however many issue software give example support problem practically non existent help forum people issue crash happen little hope would work switch different back buy software want backup history month go back old file make sort mistake hope run full back week differential back 6 time week way could fit 7 different backup large disk designate backup software claim function allow delete old backup base condition disk full example never work many people complain problem disk become full simply stop back remember manually free upgrade next version software suppose problem fix however fix remove functionality want possible new version still problem incremental backup disk full situation fact leave double amount space necessary one backup forum indicate need temporary space backup work finally solution work full back every day rule previous copy delete new backup create occasionally would still fail message make sense could get work sometimes delete several backup run disk defragmenter always help day would begin work felt fragile various issue contact support several time support via email would get back week request additional log file would respond maybe another week whatever say relevant could wait week possibly helpful response would wipe backup start regular backup felt flakey also create secure zone back option backup separate partion disk crash restore secure zone overall use frustrating experience share large number user base forum posting forum place could get idea possible solution validation problem unique positive thing product1 feature allow mount back easily retrieve old file another volume nice2 backup fairly quick try use window native back disk even complete 24 hour acronis backup disk complete overnight work would sit prompt complain something inscrutable finally disaster struck c drive crash able restore c drive backup brand new drive work reinstall window setting customization line option require constant need manually check work daily basis delete file pay constant attention want backup enable forget need
1844,B00G2TY2IY,5,,Arts_Crafts_and_Sewing,great little tool save lot time effort
1845,B001IKJOLW,5,,AMAZON_FASHION,daughter love great fit
1846,6300248097,3,,Movies_and_TV,long since watch film love romance stone jewel nile lack romance stone okay
1847,B00TTQM9A0,5,3,Musical_Instruments,ca go wrong shure
1848,B002RNYAHM,5,,Grocery_and_Gourmet_Food,yummy addictive
1849,B00005N7R0,5,3,Magazine_Subscriptions,love magazine like travel go figure love read travel learn interesting fact different location magazine definitely caters luxurious end lot review information villa private island resort etc also quite bit lot place information actually make move island information local tradition custom etc magazine equal part interest information actual useful tip vacation planning
1850,B00005853Z,5,,Electronics,easily popular trackball history trackball ergonomic well least righties button well lay accurate great daily use graphic art game recieved nothing accolade since release ton people still want people want would old stock still sell 100 please microsoft please beg classic device hear rumor even see picture updated version official word make please please least small quantity come updated version sell well promise
1851,B004LWOJC8,5,,Grocery_and_Gourmet_Food,great snack u ca keep around constantly order multiple time planter seem best tasting cashew try continue reorder price seem reasonable well
1852,B00006L9LC,5,,All_Beauty,love shampoo conditioner wonder hair enjoy use
1853,B00005AL1E,5,,Home_and_Kitchen,copper core fry pan nbsp love fry pan skillet call like cook like dream clean easily hot spot large without unwieldy yes clean every time bartender friend cooking surface stay pristine big deal love especially copper core fool proof even heat need cooktop live cookware potential
1854,B0002NYQO6,5,,Clothing_Shoes_and_Jewelry,hanes quality shine
1855,B01C4N8ICC,5,,Grocery_and_Gourmet_Food,great combination flavor love jelly bean
1856,B0083TXZVQ,5,,Toys_and_Games,whole family blast need gun perfect get refill faster instead go find one shoot definitely recommend buying extra
1857,B00NAZ532W,5,,Prime_Pantry,super absorbent new favorite brand
1858,B003JL70WS,5,16,Digital_Music,everything girl vocalist tracey thorn back third solo album love opposite base say real life age 40 moribund relationship divorce get back date scene etc electronic dance song like grand canyon fall log true time around miss first song strong warm gentle ballad oh divorce follow acoustic ballad long white dress percussion building halfway hormone sunny light country feel follow brilliant haunting ballad kentish town lovely harmony wind beautiful type george michael use make effortlessly eighty hand mouth tender unadorned lover cover song unbending tree singles bar midtempo surreal come home cover song lee hazlewood feature additional vocal jens lekman well ghostly effect late afternoon grooviest song gentle electronic beat though still morose sounding closing swirling shimmery ballad swimming like swim sea voice cymbal beautiful 10 song soon
1859,B00006AG6C,5,147,Electronics,alot research decide pair experienced photographer optical quality top originally purchase hike long range mountain scan southern oregon initially perplex 10x 8x version find extra sharpness 8x resolution negate need 10x magnification render much 8x spot fire lookout station never see mountain 15 mile town quite remarkable add research cornell university ornithology center web birdwatchers extraordinaire call steal concur never think happy pay price binoculars brainer tack sharp lightweight well worth owning
1860,B009OXZ0OU,2,,Tools_and_Home_Improvement,disappointed amount noise make even take care mount cabinet use rubber gasket absorb vibration hence noise help much
1861,B001AIHFUO,2,7,Sports_and_Outdoors,like idea something comfortable use unfamiliar place hostel boat whatever however big guy toss turn sleep put sleep sack test trip brazil stay first night realize toss turn much worry previous review say probably destroy sleep sack however effort remain still sleep well one cranky irritable man next morning next night let go able sleep normal weird confine small space sleep poorly notice tear weird damage bag however big guy sleep sack mean end bunch odd place wo make comfortable end give use liner protect hostel sheet grant sheet look rather clean something nice sleep silk bad product halfway decent way thinner able sleep like normal person probably love literally fold nothing wo add weight bulk bag
1862,B0069KPMGW,5,,Industrial_and_Scientific,handy drip cap drop one drop time
1863,B00005N7OV,5,,Magazine_Subscriptions,like magazine guy give enough tip idea keep place look good use cooking recipe idea cook love amazon auto renewal ignore renewal notice come mail
1864,B009FKGDHU,2,,Luxury_Beauty,light weight moisturizer fragrance pungent difficult time wear frequently enough review moisturize property even share daughter test hydration benefit absorb quickly oily would recommend avoid face cream sensitive fragrance especially probably face cream ever use experience positive enough moisturize benefit tolerate smell 46 price tag review wife
1865,B01642U4JE,5,,Cell_Phones_and_Accessories,exhaustive search one get expensive able find perfect case need need case waterproof also add lot bulk weight long distance runner last thing need extra size iphone 6 plus big enough case allow protection need without deal pitfall case try waterproof equipment test put electronics piece tissue sunwukin case deliver waterproof protection twice standard test sink pot water pool lap hour depth range foot case leak single drop access port remarkably also use fingerprint scanner well thing test waterproof headphone adapter use bluetooth headphone speaking bluetooth headphone wifi problem connect stay connect case finally power charger use stock lightning cord fit case make waterproof case use day day case access port although give case free test give honest opinion way sway review would without hesitation recommend case friend family member
1866,B000A8C5QE,5,,Sports_and_Outdoors,portable easy use work every time even foot altitude boil water quickly two size canister available large medium large small however choose categorize size point reduce weight one day light sized canister boil water fast pour hot water mountain house package lasagna great meal far home mine buy one daughter msr make good product pocket rocket
1867,B002QG6P9G,5,,Luxury_Beauty,great protein free mask cure dry hair completely really hydrating leave hair soft shiny feeling healthy use hour heat work like charm super thick rich make hair smooth also smell amazing thick little bit go long way also use overnight work well way dry hair perfect remedy although moisturizing heavy hair still bouncy full body afterward use every two week even month keep hair great condition also use agadir moisturize shampoo conditioner really great super nourishing three product cure dry hair completely longer fuzzy halo smooth silky strand instead although product contain silicone water soluble type build residue help smoothness seem interfere hydration far best moisturizing mask ever use recommend anyone dry hair also use place regular conditioner hair need extra attention work well minute decide use way think agadir product much good moroccan oil much reasonably price amazon stylist charge 40 mask 20 apiece shampoo conditioner also use agadir serum eliminate frizz completely add healthy shine also protect really well heat styling tool serum 40 salon 15 amazon stylist definitely get lol right love agadir product think try volumizing shampoo conditioner girlfriend use love definitely tell friend great brand result nothing short miraculous
1868,6300185893,3,2,Movies_and_TV,another demille cooper effort talk relationship wild bill hicock buffalo bill cody calamity jane historically accurate unfortunately color western take much effect color story less subject matter though acting fine
1869,B000EEHL7M,5,,Musical_Instruments,wow difference old bridge excellent product
1870,B0007LIA18,4,,Clothing_Shoes_and_Jewelry,perfect expect 75 au ship amazon 120 store win
1871,B000V62UCO,5,,Digital_Music,great song love listen often easy download kindle
1872,B0000046SZ,5,33,CDs_and_Vinyl,awesome cd fill solo two famous name jazz drumming drummer bring band record drum battle many talented musician also cd dizzy gillespie roy elridge oscar peterson ray brown many others 71 minute awesome studio session well worth money
1873,6301008944,5,,Movies_and_TV,ever since kid really love movie classic great storyline great comedy much sexy beautiful elisabeth shue star chris parker get ready night life boyfriend cancel date get call adersons ask babysit sara brad later get another call best friend brenda run away home ask chris come get take brad sarah brad friend daryl city go get brenda point nothing good happens try outrun bad guy deal blood krips fight much one favorite part go club one singer say nobody leave place without sing blue highly recommend adventure babysitting
1874,B01EXWKE6A,5,,Cell_Phones_and_Accessories,imagine drive road suction cup phone holder decide drop windshield bad nightmare type mount directly inspection sticker happen window phone mount fly window happen yet think time purchase magnetic mount work great two different width slot slide onto vent magnetically stick phone use metal plate stick phone without case sandwich phone case easy set use one drawback want use vent heat winter phone attach overheat phone one benefit summer keep phone cool overheat work flawlessly able find pair 6 shop around
1875,B0014CN8Y8,4,77,Appliances,use today go work great clean lint almost fun use see lint come come short helpful dvd english french almost give 5 star con think 4 star appropriatecons careful careful purposely put drill reverse brush head careful set drill clutch half maximum setting rod may break much wonder possibility rod breaking brush unscrewing wonder tough thing seem decent would confident seem well build instead decent see photo upload surprised much lint come enjoyed watch dvd go exhaust roof dryer blow cool air
1876,000627935X,5,8,Books,comparison translation interior castle mirabai starr far accessible relevant readable introduction superb starr also write translation dark night soul john cross also beautiful elegant work
1877,B000XTJRRA,4,,Appliances,like unit deduct one star limited viewing angle view side top bottom display become much difficult read nearly clear product photo display also rather glossy would want reflect something bright like window
1878,B00005MEGN,5,4,Home_and_Kitchen,funny sausage knife travel germany guess understand fantastic knife cut tomato fruit sandwich bread roll wusthof classic knife high quality well many year minimal sharpen know go long without one
1879,B0001DSIVY,5,,Arts_Crafts_and_Sewing,exactly seam ripper one want
1880,B000XAOS2S,4,,Arts_Crafts_and_Sewing,cut stainless steel chain please product
1881,B00GCFCA00,5,,Musical_Instruments,think go crappy guitar well wrong guitar even tho quality brand name one well make buy use chordbuddy work great look budget guitar well make
1882,B002BHRXJ6,5,,Automotive,purchase repair several window unit work well use handle take time get fin align finish could barely tell damage
1883,B0019C6J2G,5,2,CDs_and_Vinyl,set brahms mostly record 1963 victoria hall geneva switzerland choral work follow complete 1966 victoria hall favourite venue decca record engineer wonderful acoustic even today 55 year later record easily stand test time superior audio product time suisse romande orchestra always reputation infallible technical security throughout set prove capable inspirational playing complete ansermet chief conductor note devotion print note musical score conduct oppose anything add interpreter form false emotional overlay prefer concentrate structural clarity directness approach perfectly suit work result strong verve one hand illuminating make clear many detail frequently lose lushness strong sense internal forward motion frequently apparent orchestral work particular achieve observation countless internal detail refer lifetime collector recording one get become familiar considerable number fine alternative know expect appreciate therefore come quite shock find recording especially one vintage escape previous notice one still much add one awareness measure ansermets achievement central claim brahms survey ansermet amount one satisfying survey available disc brave claim make listen recording grow sense respect note way ansermet consistently place demand music ahead consideration one tempt previously admire reading light add list essential reading orchestral work consistently fine include second symphony reviewer find wanting elemental energy reviewer experience worth note ansermet observe repeat middle symphony elsewhere apparently brahms also variable term observe repeat ansermet seem good company choral work also fine tempi chosen allow text make strong impact german requiem particular come special praise reviewer respond well choral work one less sympathetic work easy acknowledge commitment admit great interest purely orchestral item impressive temptingly low price summary set make strong case focus serious consideration collector regardless previous experience
1884,B001EO2UKO,5,7,CDs_and_Vinyl,anything learn quality music ca judge initial listen two good rule thumb become like cd instantly know wo long like first hear probably love review give dido new output buy hear four time try say mean point would like try tell winter first day winter ca know base first day ardent fan like last two album lyric song beat voice way drop odd moment whether actually listen year later may find safe trip home album ca live without rest fan turkish singer berdan mardini three album convince late basically waste space funny thing happen time many month later berdan soft voice strong music make way back car cd player know live year without dido safe trip may make overly critical impatient ear sure make safe trip home heart mind get time
1885,B00126NABC,5,,Appliances,work expect quality ge product water taste good would recommend buy
1886,B00E8JPEMS,4,,Industrial_and_Scientific,show time damage packaging individually seal get divide two first aid kit build outdoors event 5 star field test verify highly accurate account accurate time tell
1887,B002KV3518,5,,Sports_and_Outdoors,purchase year ago product seem well build great size use yet see time junk drawer bet work great though imagine tough operate either
1888,B0098DFNY8,4,2,Musical_Instruments,buy replace knob come epiphone les paul standard like way amber knob look like look knob easy put take 5 minute top wish little less brittle chip little say since low price get couple set case replace reason
1889,B0079K5ZPY,5,5,Luxury_Beauty,mexican ethnicity thick wavy hair search high low get brush work lock even get one brush hair different keep home office job need something handy tame wild knot winter season cover beanie fend harsh element leave hair tangled mess morning visit restroom comb hair moustache use use cheap black comb come trimmer set often leave scalp irritate hair short nothing hair long except pull knot end hair demand something well thought get quality comb see difference enough tortoise shell pocket comb perfect keep desk drawer quality outstanding though say upgrade cheap plastic comb probably worth less teeth thicker round glide hair easily still get knot pull nowhere near much use
1890,B00FLTZ9HO,4,2,Sports_and_Outdoors,good tool job pretty solid plenty leverage
1891,B00M3LQLQQ,5,,Musical_Instruments,impressed sound
1892,B006TVMHT6,5,,Industrial_and_Scientific,husband fit tight work well look
1893,792165039,5,,Movies_and_TV,possibly damon best work law paltrow put good performance phillip seymour hoffman great great acting good story line well
1894,6301767918,5,,Movies_and_TV,gripping portrayal event rorkes drift january small force 1350 british soldier overwhelm zulu next day even small force british troop repeatedly repel onslaught 4000 zulu assault missionary station convert field hospital story gloriously portray film one great ever odds lieutenant john chard lieutenant gonville bromhead organize 139 british soldier desperate improvise defense face wave wave zulu tribesman arm nothing standard rifle bayonet small garrison hold despite hopelessly completely numerous occassions heavy fire enemy shoot hill fight every engagement stubborn band redcoat make every shot count doled plenty punishment boot limited arm number defend dubious position vast quantity enemy fighter would seem inevitable brave british soldier would eventually overwhelm like chelford troop islandwana primary lesson matter quality one thing war ultimately win combatant throughout 19th century british find frequently find themsleves enormously battlefield aftermath battle eleven victoria cross several award earn rorkes spectacular resistance result two worthy collaborate lead number disciplined professional determine make good showing despite seem inevitable violent death unfortunate mention two junior officer ably guide defense rorke drift badly treat commanding officer event obviously typical whose career advanced rank entirely due family connection social status name worthy mention deserve one study military history ever forget name chard bromhead
1895,B00004OCNU,4,3,Home_and_Kitchen,oxo good grip whisk double sturdy wire balloon whisk use job however perfect bare metal good choice mixing make sourdough bread starter need whisk good blend flour water feed starter anything thicker pancake batter however severely test whisk head bend quite easy fit loop tight enough keep everything place whisk although far everything pop back place good grip product rubber handle comfortable also get point get whisk already one whisk best use nonstick surface case need mean mix everyday whisk would give two star supplemental utensil get five star primarily exactly want debbie lee wesselmann
1896,B00014GT8W,4,,Luxury_Beauty,heavy duty stayed put throughout hot day bbq choose know would run day high spf well typically prefer light coverage tint sunscreen want full coverage last wo disappoint pale color perfectly blend slightly sun kiss skin
1897,B01D3ESU88,4,4,Luxury_Beauty,meaningful beauty wrinkle smooth capsule contain white silky serum suppose improve appearance facial expression line 50 sensitive skin tend get really dry apply serum face neck first concentrate problem area forehead around eye mouth serum greasy skin absorbs quickly apply face cream like apply face serum apply makeup issue big benefit far serum make skin feel really soft serum add hydration soothe hydrate dry skin favorite serum notice immediate plumping improvement appearance fine line still product pleasing feel nice non irritating add fragrance hard find parabens controversial preservative also ingredient sound good quality like melon fruit extract olive oil jojoba seed extract sunflower seed oil like serum enough use 60 capsule see notice visible improvement long really like capsule delivery system find easy gently twist open squeeze get product none waste product fresh free bacteria get product dip container finger u probably use spatula plus product pre measure perfect amount one application also like know many application guessing game serum pump short like capsule serum quality smooth product make skin feel far seem quite hydrate enough dry likely suit less dry skin hop long term benefit ca judge use 60 capsule update appropriate
1898,B000098ZSR,4,,CDs_and_Vinyl,perhaps remastering first time hear track good pair tie amp even relax sound symphonic really want hurt ballad suppose safety dance make laugh loud end track urge wang chung tonight pair well kasem america top ten hit dark orange cover 1980s see sussudio among kasem rock great hit track decade enough make pass disc
1899,793906091,5,,Movies_and_TV,course 3 movie brilliant always
1900,B0000TW41Y,5,,Clothing_Shoes_and_Jewelry,double front last wear like iron feel like iron need soften althoygh would notr get anything else
1901,B005SVVFL4,5,,Kindle_Store,love would definitely recommend book anyone want read wonderful story romance mystery
1902,B00005NIOH,5,,Magazine_Subscriptions,nothing bad say magazine always interesting write photography phenomenal gift subscription recieved
1903,B00008GKDU,4,,Home_and_Kitchen,absolutely love broth roast far sure would give 5 star except factory coating know new cast iron cookware price worth scrub whatever season
1904,7157177,5,,Books,second best novel ever read little difficult read first time twelve familiar certain part arthurian legend time read several time since however read first two book space trilogy mention second best novel first would also lewis till face myth many book far popular hideous strength till face two book certainly best work best work english language however must warn lewis fan read chronicle might find much difficult read
1905,B000ALD3XK,5,,Pet_Supplies,definate increase health senior kitty like flavor always product hand
1906,B000CEFNP6,5,,Toys_and_Games,great dice game senior center
1907,B000089V7W,2,,Clothing_Shoes_and_Jewelry,although shoe cute never see converse sign inside part shoe instead outside good thing 1 year old
1908,B003N5A9GO,3,,Digital_Music,heard song think would great add huge disco collection sound like upbeat old disco song
1909,B00657P0MA,5,,Industrial_and_Scientific,stand base cast iron rod steel would really try damage actually hurt
1910,800141660,5,,Movies_and_TV,best movie ever
1911,B00CW0O1EW,5,,Appliances,low price good money maker
1912,B000XAPLKQ,5,,Arts_Crafts_and_Sewing,favorite felt scissors return easy cut big job
1913,B00XX69S6A,1,,Tools_and_Home_Improvement,bad purchase keep
1914,B00FPITAZ8,5,,Sports_and_Outdoors,great crimp sharp edge never let
1915,B00EZPXOTA,5,,Software,use norton antivirus product year never problem software easy install set computer need scan quick interfere computer run complaint
1916,B000HEB3UU,5,32,Video_Games,kirby squeak squad let take deliciously fun pink guy platforming trek store mix skill adore kirby game squeak squad exception jump hole climb ladder navigate maze course main task figure item available eat combine together multiple item come cool new activation sequence bit tricky spin finger around four direction pad turn thing well worth cool combination come great fun allow store item bubble kirby stomach bottom half screen dedicate let choose item use certain situation combine together fun go unlock color option kirby interested blue kirby kirby course many traditionalist insist kirby come one color game well simple enough young player entertain enough old player well relatively short use pass time wait line supermarket take bus ride without worry memorize arcane combination key memorize rule book negotiation tactic much fun replay aim unlock every chest find get quickly admit still adore day crystal shard hope style game come wii future travel playing kirby squeak squad definitely fit bill fun easy learn engage short enough fit space available recommend
1917,B00CMMKLQC,5,,Toys_and_Games,cute holder gift card
1918,B0092XHPWM,4,,Kindle_Store,almost short plot build good end surprise else could want
1919,B000KDAJR6,4,,Office_Products,put spare shelf ink reservoir get low good selection customer service good deal big box store
1920,B00HSEWNRY,5,,Industrial_and_Scientific,really love filament tough layer adhesion light dusting baby powder reduce adhesion plate tiny tiny bit wipe paper towel
1921,B005D75Z8C,4,,Kindle_Store,lee child reacher start extraordinary know today short story prove observation pragmatism make thing happen go along way world
1922,B00NQG2XNC,5,,Cell_Phones_and_Accessories,tough housing good door hinge lead could use little feedback indication anywhere led color mean
1923,B000ZKBJY6,5,,Video_Games,great game one first lego series play multiplayer stay near overall great game
1924,B00MV9FPLM,5,,Gift_Cards,recieved fast
1925,B01E4QUN0W,5,,Gift_Cards,tin make good presentation much good email
1926,B000YDDF6O,2,,Toys_and_Games,take leave baby could care less
1927,B001LUILUY,4,,Arts_Crafts_and_Sewing,small miss word pick make cute fence popsicle stick house
1928,B000AS3D42,5,,Automotive,always like use oem filter vehicle motorcraft oil filter last one make usa
1929,B0001Z66UM,3,2,Luxury_Beauty,smell good think attache fiber hair like hair spray
1930,B006CC6ZTU,5,,Kindle_Store,novella light dark place several dark situation chance meeting town light house bright cheer fall friend illness bringing light precious day darkness never consume character amazing second story leave ready another cup adventure
1931,B00VWV8LD4,5,,Cell_Phones_and_Accessories,good fast battery charger
1932,B000TWKUNG,5,2,CDs_and_Vinyl,daylight dark mary gauthier create one masterpiece remind age od word keats grecian urn carry secret ancient greece deliver hand young john keats album carry beauty poetry another underclass hand u never homeless u merely watch tv people lose home katrina mary brings memory home u unwavering realism force u take notice merely study heartbreak also find redemption thanksgiving prison love within group railroad tramp mary reach straight center story bring back nothing heart
1933,B000VZV580,5,,Digital_Music,group amaze lead singer great voice
1934,B00004YMCA,4,,Electronics,like feature unit take passport 9500i car car without move plug
1935,B00005MF97,2,,Home_and_Kitchen,happy chopper either chop well leave big piece chop vegetable mush would recommend chopper use time put cupboard sit decide get rid
1936,B00007E7RY,5,,Home_and_Kitchen,great product love
1937,B018JPI5EU,5,,Prime_Pantry,taste great
1938,B000PZA2KS,5,,Luxury_Beauty,actually get compliment work nail polish mix regular milky white put bubble bath top
1939,B002LV6LUE,5,,Grocery_and_Gourmet_Food,hard believe product around nearly long love cereal kid still love thing need mess shredded wheat one
1940,B009F1HA4O,2,,Industrial_and_Scientific,would unroll
1941,B0029S28II,4,,Pet_Supplies,easy pouch cat like
1942,2555948,5,18,Books,book funny however familiar poem base special treat beard substitute word premise poet cat write poem make walk booty abyssinias even feline er sublime
1943,B0001YRFS0,5,,Clothing_Shoes_and_Jewelry,ca go wrong dicky come work pant tend fit little tight though 34x30 recommend 36x30 35
1944,B006S9MUPU,5,,Toys_and_Games,great family fun 4 player like pair team little cousin great win everyone win bad since everyone lose
1945,B005Z9R27A,5,13,Kindle_Store,rarely read horror story ca stand tension whole horror story tightly write character unfolding personality end unexpected whole story make complete satisfactory story take minute read worth highly recommend
1946,B0009RF9DW,5,,All_Beauty,purposely go online ebay try find product order 4 hope find later run warm sexy scent like name say amber romance scrub perfect body scrub oily slip kill shower premixed like scrub
1947,B005LURCNW,4,,Grocery_and_Gourmet_Food,like bottle like basically instruction ca go wrong
1948,B0054TYTYA,5,95,Kindle_Store,happy see yahtzee game kindle always enjoy play game control easy learn like fact different mode play classic game everyone familiar quick play play great see high score achieve duplicate mode kindle player use dice go first take turn take score kindle play see kindle roll kindle decide score way also battle mode game player start 100 point object take away opponent point take away roll dice take score score low section large straight small straight full house etc amount point take away opponent score upper section 1 4 6 etc gain point press key see scoresheet play mode like think electronic art fine job game
1949,B00U6ZCCUU,5,,Luxury_Beauty,josie josie natori body lotion never hear try scent attention smell lovely go smoothly long lasting scent slightly scent use vaseline intensive care lotion first top moisturize well smell great might want order perfume march scent
1950,B006C75IR0,5,,Kindle_Store,always love patricia mclinn book story romantic full longing enough spice satisfy set novel different definitely worth reading
1951,B005KBXVUU,5,,Toys_and_Games,good quality nice song like especially buy several different car great
1952,B009R4EDW6,5,,Sports_and_Outdoors,love rode tonight perfect
1953,B01EG52O4E,5,,Pet_Supplies,definitely work 10 year old corgi able enjoy dinner notice thank
1954,B01BULCCQW,5,,Arts_Crafts_and_Sewing,add page happy planner glad punch able add correctly
1955,B01DLMGO2Q,5,,Toys_and_Games,price great two necklace yes child jewelry top quality however surprise quality painted character well eye paint properly run like see similar item present niece friend daughter love put immediately point purchase enjoy
1956,B00004TXM7,4,,Sports_and_Outdoors,ok
1957,B004DBCOQA,4,2,Office_Products,slob kitchen even use kit patience preparation product let anyone tell ink low grade etc get hand use acetone good kind nail polish label clean instruction seller provide would 5 star another brand needle slant easy insert come glove care recommend would keep refill til canister least 3 refill one
1958,B001IKJOLW,5,,AMAZON_FASHION,love super light comfortable
1959,7155662,3,,Books,good description
1960,B001OHV1H4,5,,All_Beauty,great product issue love way smell make skin feel
1961,B0015C7N0C,5,3,Toys_and_Games,relative newbie gundam model find model absolute blast build like kit series instruction easy follow nadleeh snap together easily need glue painting requirement either included sheet foil sticker though admittedly paint enhance finer detail mech kit also feature number accessory include shield gn rifle two beam saber blade latter notice lack certain gundam 00 kit prove highly poseable quite easy matter position something neither kyrios dynames boast mech overall design wonderfully slim keep center balance precisely pleasantly surprise find foot wide range motion one aspect find lack model help figure stability joint move smoothly easily without loose trait observe line far notice two negative kit would enjoy ability transform virtue nadleeh feature might much model upgrade size secondly red foil sticker arm shield difficulty adhere firmly plastic might good idea paint section find sharpy work wonder overall kit feature expect excellent addition celestial armada
1962,B0001YS2BO,3,,Clothing_Shoes_and_Jewelry,butt hip large jean would ok jean well make fit waist ok loose area send back
1963,B006PJHPV2,5,,Gift_Cards,fast delivery card work
1964,B00BXLVFAO,5,,Gift_Cards,love
1965,B0012T82MQ,1,,Musical_Instruments,expect
1966,B00KO1UKUK,5,,Cell_Phones_and_Accessories,gift step mother love great way spend money price shipping little high state price till order
1967,B003VNCRNQ,4,5,Software,never able type fast hate type allow less type still get job bad always pick say correctly also annoy start time slow thing
1968,B005AGO4LU,5,,AMAZON_FASHION,love shoe great fit light weight
1969,B005JEMBMC,5,2,Pet_Supplies,saw action dog show weekend rave review two friend could hardly wait arrive unusually hot dog really like even seem prefer normal bed go dog show crate throughout cool thing around dog continue aid cool dog entire time dog
1970,B008Z436F4,4,,Kindle_Store,cherrie lynn bring heat another sexy adult romance novel leave rodgers seth ghost warren could different macy cowgirl princess seth tattoo artist come two completely different world world collide clothing come spark breathless favorite novel ross sibling companion series date must admit enjoy novel slightly two predecessor felt like get know macy seth much character lynn previous novel macy seth spent whole lot time burn sheet much relationship sex macy seth form friendship support push best person could really enjoy watch relationship develop way overcome obstacle give leave breathless ross sibling 3 cherrie lynn 3 star star definitely recommend novel adult look super sexy romance novel
1971,B0002GZSXG,5,,Musical_Instruments,great basic string reasonable price useful connosieur guitar string long work sound purdy straight
1972,B00GKF5BAS,4,,AMAZON_FASHION,nice
1973,2219247,5,,Books,every bit good remember see movie many time take little away suspense still good read
1974,B0014F8TIU,1,,AMAZON_FASHION,constantly roll
1975,B017P1QSC0,4,7,Pet_Supplies,buy cat tree present sister two cat perfect height even sister 16 pound boy fit top perch room spare look even well person photo price happy offer get four star round perch lot small think sister 10 pound stumpy cat even fit cat sit side side room spare top take immediately
