asin,image,overall,reviewText,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,Category
B00006IAKJ,,4,"heavy stand but it doesn't need to move really.  very solid and good product.
will buy again!","08 8, 2014",A3DM4MOJKIPMUM,Amazon Customer,"{'Color:': ' Wire Mesh', 'Style:': ' Laptop Stand'}",very solid and good product. will buy again,1407456000,True,,Electronics
B00004YMCA,,4,I like the features of this unit and now I can take my passport 9500i from car to car without moving the plug to.,"03 7, 2013",A3QLR3T0J3SD8D,Daniel,{'Package Type:': ' Standard Packaging'},Works great.,1362614400,True,,Electronics
B00008Y0VN,,5,"with respects to Johnny Nash!  ;)

I live in the light polluted skies of Orlando and I can see the Orion Nebula with these. Incredible value for the money. In recent outreach events at Elementary Schools these have been a hit with the kids.

On a VERY sturdy tripod you can see the last phases of Venus and I can just make out the edge line of Saturn's rings (they are edge on).

Oh, if you have not guessed yet I have these for viewing the night sky. I will be making white light solar filters (Baader Solar Film) and anxiously await the return of solar activity.

Clear Skies!","03 11, 2009",A434Z4B4SKXIW,GMan - Orlando,{'Size:': ' 15x70'},"""I can see clearly now . . . """,1236729600,True,2,Electronics
B000095SB4,,1,I would suggest not to buy these as they are very directional.  You will lose the audio signal if you move too far out of the direct line of sight of the transmitter.,"10 29, 2011",A3RS4MCIJ7RQF5,Mike M,{'Product Packaging:': ' Standard Packaging'},Sony Wireless Headphones,1319846400,True,,Electronics
B00006IR39,,5,"I purchased this camera when it was first released by Fuji and nearly 7 years later, I still use it.

I recently upgraded to a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Fujifilm-Finepix-A850-Digital-Camera-8-1-Megapixels-3x-Optical-Zoom-ISO800-Picture-Stabilization-2-5-inch-LCD/dp/B001Q1HUIW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Fujifilm Finepix A850 Digital Camera 8.1 Megapixels 3x Optical Zoom ISO800 (Picture Stabilization) 2.5-inch LCD</a>&nbsp;that I'm no where near as pleased with as I with this one.  And most times, I will still use this camera when taking indoor photos.

This is an excellent camera that takes quality photos and will last for many years.","05 21, 2009",A1X8BQQGCEHQ1V,Kim Bryan,,The BEST Digital Camera I Have Ever Owned,1242864000,False,,Electronics
B00005A1K1,,5,"This is the greatest thing for storing long extension cords that ever was invented.  This is my second one (I left first in a house we sold).
My only disappointment was the first one I bought had a swivel mount that allowed the unit to swing side-to-side.  The newer unit mounts directly to a wall or stud and doesn't swivel ... but still works great.","02 12, 2015",A2MY3RXQ2V0YDS,RJG,{'Size:': ' 1-(Pack)'},Greatest Extension Cord Organiser Ever!,1423699200,True,,Electronics
B00006I5J7,,5,Was exactly what I needed after a student lost the cap to one lens.  Fits the 52mm lens for the nikon lens.,"03 11, 2014",A33I4E1LBJYEUR,macs,,exactly as listed,1394496000,True,,Electronics
B00009MF82,,3,"I specifically wanted a vertical laptop bag with fewer pockets and lightweight carry. This bag fits the need perfectly and has a fine shoulder pad. Overall design is simple and utilitarian. The sections & pockets are fewer but very large and can carry almost anything. A negative is that after 3 months of daily use, the inside laptop section divider fabric stitching has started to break and separate through normal use. This also reveals the thin polyfoam construction of the internal divider. At best, this is okay and a compromise for weight and cost, but given all the other design & assembly compromises, I wonder if this will last a year or 2 without becoming an annoyance?","04 19, 2010",A2YMS9UK1A9OF2,StarNavig8r,,"Bag meets a need, but assembly quality is below average.",1271635200,False,13,Electronics
B0000AI0N2,,5,excellent protection for all your electronics,"10 18, 2014",A1FATNQ7OAXW7V,Amazon Customer,{'Style:': ' 10 Outlet + TEL/TV'},Five Stars,1413590400,True,,Electronics
B00005AY7G,,3,"In spite of the fact that you'd think that something with USB input would be fairly up to date, and the fact that Amazon suggested an HDMI cable to be purchased with it, it has no HDMI output.  You cannot find this out from the specs - I found it buried in a review, *after* I received the unit and wondered where my HDMI was.

So I'm posting this with the info as the title.  I really think the seller ought to provide more specs on this unit, so you can know *before* you order it.

All it has in the way of video output is the old fashioned kind, and an optical kind that I don't even know if my TV supports.  It does come with a cable, but it's too short for my location, so I will have to purchase a longer one.

I'm thrilled that I can now play discs from pretty much anywhere, but I'm annoyed that I did not have sufficient info about this unit before I bought it - I might have spent more and gotten HDMI output, had I known.

Edited to add that I ordered this&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/SAMSUNG-UP-CONVERT-DVD-PLAYER-REGION-FREE-DVD-PLAYER-CODE-FREE-DVD-PLAYER-ALL-REGION-DVD-PLAYER-REGION-1-2-3-4-5-6-7-8-9-0/dp/B0067QX2B0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">SAMSUNG UP-CONVERT DVD PLAYER - REGION FREE DVD PLAYER, CODE FREE DVD PLAYER, ALL REGION DVD PLAYER, REGION 1,2,3,4,5,6,7,8,9,0</a>&nbsp;to replace it when we got a new TV that has only one composite video input. (The old TV, the last of the tube TVs, finally bit the dust - can you imagine a 32-inch tube TV???!!!! HEAVY!)

The new DVD player is a bit bigger, but is also region free and has HDMI output.  As others have noted, you might like this one better if you intend to stick it in your suitcase.  It's quite small as DVD players go.  But is does have only that composite video output.","09 29, 2012",A2LYK1AGZ4U9L8,tbyg,{'Color:': ' Brown'},No HDMI output,1348876800,True,94,Electronics
B0000C73CQ,,5,Works in camera just fine.,"01 4, 2017",AHPH05I223SO9,Eldon R. Repsher,{'Package Type:': ' Standard Packaging'},Works in camera just fine.,1483488000,True,,Electronics
B00009UTL9,,4,"Very sturdy, well made. Just what you need in a cold shoe","11 2, 2014",A3IMCU7UMG49WN,Jarett Skeffington,,"Very sturdy, well made. Just what you need in a cold shoe",1414886400,True,,Electronics
B00009UHJS,,3,"Had to cut end of cable off and found tiny
Ground wire . No true shield on coax . For now it will have to work .","04 14, 2017",A2BAAP72W11C2G,patrick coughlin,{'Package Type:': ' Standard Packaging'},Cheep cable .no true shield ( ground ),1492128000,True,,Electronics
B00007E7JU,,5,"If you are looking to upgrade from the kit 18-55mm lens, this is the lens you should buy. It takes incredibly good pictures for a dirt cheap price. It is great for portraits with its' shallow depth of field. It is also good for low light shooting. It is a fixed lens however. This means to get a closer shot you will have to physically move closer to the subject. I love this lens and highly recommend it for anyone getting started in photography.","01 29, 2015",AAQPXME4EWA71,Jason,{'Package Type:': ' Standard Packaging'},This should be the first lens you purchase after your kit lens,1422489600,False,,Electronics
B000067RC4,,3,"It is a helpful splitter. Good for those occasions where the volume is so low in your computer that you need earplugs for it. Then, why not have it for 2!! The only issue I run into was that I thought the volume was so low, that not even the earbuds helped. After a while, and by accident, I touched pushed the connector harder and the sound was loud and clear. I had that happen a few times. I guess you really have to keep those connectors really tight.","12 21, 2014",A2EEEHQE9KT4Y7,F. Wu,"{'Color:': ' Black', 'Style:': ' Standard'}",Good for those occasions where the volume is so low ...,1419120000,True,,Electronics
B00008NNY0,,5,"This is truly a great program. It has all the features of other CD/DVD burning programs and more. Instant write allows you to access the CD/DVD as a HD/floppy but unlike others it allows you to make it accessible on any computer by ""closing"" it. There is also a single virtual CD drive that is created. The package also includes ""Expression"" program, which is like a Studio 8 Lite (I actually think it may be better). And of course ""Instant Copy"" which is sold as a stand-alone program for coping DVDs. The interface is very clean and informative. And with a huge rebate it is very cheap- really to cheap for how much it offers.","05 29, 2003",A2HY7IO37EMOKN,WinReboot,,Great suite,1054166400,False,2,Electronics
B000067SOH,,4,This is a useful adapter if you have graphics card that had 2 dual dvi ports but one of you monitors is still the old VGA style.  Simply put it converts your VGA cable to DVI so you can plug into the graphics card.  Works well with no issues.,"11 19, 2016",ASJZT7DM51QEM,PatrikH,"{'Size:': ' DVI Female to VGA Male', 'Color:': ' Black'}",Handy for dual port cards liking a VGA port.,1479513600,False,,Electronics
B000051299,,1,"The description says that it fits ""any expansion slot"".  This is also stated on the product packaging.  However it does not even come close to fitting my PCI Express low profile slot.","06 27, 2011",A311A2S8T0SR55,J. DALE,,Inaccurate Description,1309132800,True,4,Electronics
B000063TJY,,2,"These subs are great, but burn out and can not be economically repaired after 13 months. Warranty out = Subwoofer out.","12 23, 2014",A31AX66K0TX9RE,Pentax Camera Guy,"{'Package Type:': ' Standard Packaging', 'Style:': ' Subwoofer'}","These subs are great, but burn out and can not be economically ...",1419292800,True,,Electronics
B00009W3FR,,3,Product was defective inside sealed package. Did not realize one connector was broken and cord could not be used. Item is marked non-returnable. Update: I am amending my review because the seller has promptly responded to my satisfaction!,"01 4, 2018",A3A20ZM1U31K6A,peacepastor,"{'Size:': ' 0#', 'Color:': ' WHITE'}",Defective product- follow up,1515024000,True,,Electronics
B00001W0DC,,5,"Excellent price and service.  I like the volume control onin the cabel, comeswith two size input jacks.  2 Meter cabel is just fine for PC Use which I purchased it for.  Excllent product would recommend and will shop vendor again.","05 27, 2009",A3L6XHA5FVMN16,MPL023,{'Product Packaging:': ' Standard Packaging'},Head Phones.,1243382400,True,,Electronics
B0000665V4,,5,This Correct Image Prism turned my refracting telescope into a scope that can be used to observe objects on earth. These objects no longer appear upside down.,"06 24, 2014",A1MYL611XLASZG,Senior Moment,,Just what I was looking for,1403568000,True,2,Electronics
B0000512LA,,4,"I use on a CAD cutter in my graphics business.  Purchased after replacing a $1250 fried motherboard.  Until I got this thing, I had no idea how often I had power anomalies.  Audible click when over/under power condition exists.  I can only assume its working - sure provides peace of mind over surge protecter which only protects against power surges.","12 4, 2013",A2RTS4RM5E3INX,RickSpeed,{'Size:': ' 1200W'},Peace of mind,1386115200,True,,Electronics
B000068CS0,,4,Still working 8 years later.,"01 25, 2015",AF0AHKIQSYZPV,Beemer Dude,,Four Stars,1422144000,True,,Electronics
B00004ZCJI,,5,"Great filter for the price, and fits my Canon T6i perfectly on both my 18-55 & 55-250.","08 23, 2017",A2QOU4R7ZWYKWT,Ralph Wiggum,"{'Size:': ' 58mm', 'Package Type:': ' Standard Packaging'}",Perfect Fit,1503446400,True,,Electronics
106171327X,,5,"I have a Samsung Galaxy S4 and this is the trick for my needs. Great price, works perfect, shipped extremely fast, and works extremely fast in my camera, I have 32 Gig used and have another one in my pocket as a standby.  Awesome storage for the Samsung phone....that's my application, voice, image and video storage..and it works like a high speed champ!!  I would buy again and again.","06 4, 2014",A2T266WTXRX4V8,Ed C. in NC.,,Yab-dabba-do,1401840000,True,,Electronics
B000053HHD,,5,"This is my favorite Canon lens.  It is sharp at both 24 and 70, and its fast F/2.8 aperture makes for excellent shots in low light, and creamy Bokeh.

The zoom is smooth except for a tiny hitch in its linearity at 24MM.  I understand this is due to the shape of the cam in the zoom mechanism.  The positive is that the lens doesn't ""creep"" like the 24-105 F/4 IS USM.  Also - when you are at 24MM, the lens is fully extended; at 70 it is retracted.  This makes for a large lens hood, but it blocks flare effectively.

My only con is its heavy weight, but if you are shooting L glass, weight is secondary to picture quality.

If I could only have one Canon lens, this would be it!","10 6, 2008",A1C8C5JCPWNQZY,Shane A. White,{'Style:': ' 24-70mm f/2.8L'},"If you could only have one Canon lens, this is it.",1223251200,False,,Electronics
B00006B9CR,,3,"Before considering this purchase I read many of the reviews. I always take readers' reviews with a grain of salt, taking into account the high praises as well as the slams. So I went ahead and ordered mine. Here's my experience:

I ordered it on Sept 27. Don't know why, but it didn't ship until Oct 1. Delivery was only two days later, though. Most of my Amazon orders are shipped and delivered much faster.

It wasn't as intuitive to set up as I had expected. Not the product's fault. I should have followed the (simple) instructions.

Orientation (calibration of cursor movement) was off, making it confusing to use. (I read where other users complained of this, too.) I was able to get it right after a few (easy) attemps using the included software utility.

Scroll wheel has a notched feel to it (movement could be smoother), so display jumps a little when scrolling. Even so, for me the scroll wheel is a nice feature to have on a trackball.

Biggest disappointment is the pressure required to press left button. Not only do you need to press it relatively hard, but also all the way in. Fortunately, the right button works perfectly.

Ball location on this unit is off-centered and to the right (unlike the original Marble mouse, where it's right there on top and centered). So that takes a bit of getting used to. Also, I happen to have large hands. If your hands are small beware... this IS a BIG unit!

I haven't played with the programmable functions yet. But I like the flexibility of having them. Also, unlike some purchasers' boxes that were listed as ""copyright 2002,"" mine is 2008. And the device itself looks a little different in that it is completely black (it doesn't have the silver trim on the top). Maybe it's a newer unit.

I'm going to give myself a few days and see if it feels better with use (i.e. left button, scroll wheel). Ball movement is smooth enough, though not quite as fluid as the wired Logitech Trackman Marble.

In summary, I like the design and potential functionality. Good effort by the maker. But I wonder how much pre-release testing went into the design. In actual use, it feels just a bit crude, especially for the price. Could use a bit more refining. But it does look cool! I think most users would probably be happier with the basic wired (and less expensive) Logitech Trackman Marble (which I also have and like). Especially when you consider that this thing, unlike a regular mouse, isn't designed to be moved around on the desk. It just sits in place, and the ball does the moving.","10 3, 2009",A1Q6ZWISKC4UOZ,L.E.S.,,Logitech Cordless Optical Trackman,1254528000,True,2,Electronics
B00005QBUU,,5,One of the best for deep bass!,"09 7, 2014",A1MIWC6O6BNLXE,S. Manicka,{'Product Packaging:': ' Standard Packaging'},Five Stars,1410048000,True,,Electronics
B00009UHJS,,5,"Works like it is supposed to. Be sure to buy one if you get a new stereo, which may not have one of these with it.","07 2, 2017",AVUNH205IRSYV,westun harvey,{'Package Type:': ' Standard Packaging'},Great,1498953600,True,,Electronics
B00004SABB,,2,"Received these.  Looked through them.  Saw dark spots, scratches and defects in the lenses. Within 5 minutes I went from excited to bummed and returned them. Pain in butt to return things.

Bummed they weren't quality checked better before I received the item b","07 24, 2016",A1DQAZ8FFW2F5X,Peter E.,"{'Size:': ' 8x21', 'Color:': ' Black'}",Came with lense defects.  Had to return immediately.,1469318400,True,,Electronics
B00000J1EP,,5,"All right, I did not time the recording to make sure I actually got 45 minutes on each side, but the tape snapped into place securely, and I recorded from one end to the other without it tangling inside the recorder. When I played it back, it played back smoothly with no skips or tangles. I have used three or four of them without a hitch, but then I generally do rely on Maxell for my taping needs so I was not surprised. I will buy more again when I need more.","07 13, 2013",A1K4AVQIU704DY,Nancy Sherburne,{'Size:': ' 15-Pack'},"Since they work beautifully, I cannot give them less than five stars",1373673600,True,,Electronics
B000092YPL,,5,Item was accurately labeled in quality and was shipped in a reasonable time.  Good AV switch for cheaper than radio shack even with shipping added on.,"01 6, 2009",A20PQIY85S2SHF,Joel K.,,Great,1231200000,True,,Electronics
B00004VX15,,5,"I use this gps holder on my mountain bike and it supports very well all kind of abuse, hits on the ground, vibrations, etc. Very well made product with a strong plastic and a hard fix to the bike.","03 29, 2009",A2CHIND3JZD39S,Osvaldo Fernandez,{'Package Type:': ' Standard Packaging'},Very sturdy product,1238284800,True,,Electronics
B00006JPEA,,5,"simple item, works as expected.  I run cable and a reg antenna through it and it works great.  Would recommend.","03 2, 2014",A1XQ47GE1X1T9P,Rene Vallieres,,Works great,1393718400,True,4,Electronics
B00004T8R2,,5,Bought for my grandson to use at school. Work great.,"12 26, 2016",A171X72NK4V69K,gbnpp05,{'Style:': ' On Ear'},Nice Headphones,1482710400,True,,Electronics
B00005141S,,1,"Does NOT work as advertised. Software is unreliable. It will start to record (red pulsing light) , but when you press the button again (the ONLY way to stop recording in portable mode) it does nothing. It is essentially a blinking light. Do not waste your time or money on this blinking paperweight.

EDIT: It does record when plugged into my PC, but for the life of me, I cannot get it to reliably record onto the SD card, meaning my Live Gamer Portable isn't all that portable. Sometimes it does record to the card, sometimes it doesn't. Tried several cards. No changes. This is unacceptable. I bought this for the portability.","11 22, 2013",A21YN7ALOM0352,Paul L.,{'Style:': ' Live Gamer Portable'},Just doesn't work.,1385078400,True,,Electronics
B00005TQKQ,,1,Not rcmended it damages your equipment,"05 7, 2016",A15I21BRN9UD6K,M. gonzalez,,Not RECOMENDED,1462579200,True,,Electronics
B0000510R4,,5,"Though I haven't hd to use it the way this was intended I.e. A power surge, I feel secure knowing that at the least I have a line of defense. My research tells me this is top of the line stuff, it has an incredibly sturdy build and indicators letting you know the bars status a must buy for anyone wanting to add some protection to values electronics.","11 26, 2015",A2Z469VI4CYNDL,Amazon Customer,{'Style:': ' 8 Outlet'},Peace of mind,1448496000,True,,Electronics
B00006HO6Z,,5,These are as described and do the job intended.  Work well with my Avery Design Pro.,"03 22, 2016",AVDACTO5OBIPY,MaryL,,Work as intended.,1458604800,True,,Electronics
B00006HVLP,,5,"2 systems, 1 modem, 1 48 port switch, 1 router, and only 1 light of load.  This thing is more powerful than i thought!
Can't wait to add my entertainment system to it and see what happens.  I like having my expensive equipment on nice clean power... especially in the summer when my AC Unit starts up and causes a tiny brown out each time.","09 30, 2014",A3KA1UZ4K0G9W8,Corry,,"2 systems, 1 modem, 1 48 port switch, 1 router, and only 1 light of load.  This thing is more powerful than i thought!",1412035200,True,,Electronics
B00009KH63,,2,"I used to love trackballs, and this one especially when it was the turbo mouse. So I gave it another shot. Nope. The buttons were funky too. Each double click would produce a triple-click, which was so annoying. It wasn't the driver, it was hardware. Returned it.","07 29, 2015",A24TCAZ0G9C2PT,D. Weaver,{'Style:': ' Wired'},Buttons were funky,1438128000,True,,Electronics
B00009UTLM,,5,Very well made and works well in the field when you are taking shots quickly. I have noticed a better quality of light falling on my subjects with no red eye. I have not had a situation yet to test the shadow of my subject falling further down but it goes to reason if the flash is higher over the lens the shadow would be effected.,"11 2, 2006",A1SA2FGQE2INBK,J.J.,,Nicly put together,1162425600,False,7,Electronics
106171327X,,5,"Its been working consistantly well for over 3 weeks.
Transfer speeds are quite fast.
It hasn't  choked like the last one I bought","03 9, 2013",A2V3QEJO2QA5VO,Lanz637,,Works Well,1362787200,True,,Electronics
B00006I53S,,4,"I've been using it for about 5 months now. Other than a bit of wobble, which I notice mostly when hiking on rugged terrain but not on normal walking around, the lens is pretty solid. (The Canon EW-78BII lens hood is great but contributes to the end wobble.) It is on the heavy side (mine is attached to the 20D) and after an hour or so of hand-holding it, my elbows start to twinge. On the plus side, the range is great. I love close-ups and the macro is fantastic and gets in almost as close as a similar lens on my film EOS 620 WITH a macro extender. The depth of field at the full macro is almost nonexistent, which I guess is to be expected, so the slightest variation in distance is the difference between getting it and missing it. Not easy to do handheld with a lens of this heft, so for this kind of work, a tripod and remote are essential. But, for a relatively inexpensive cost, this lens can produce some tremendous close-ups and still pull back for a nice broad landscape. Definitely a good choice for amateurs and semi-pros.","10 28, 2005",A3DIXCPG86IQNN,Steve R,,Great close-ups,1130457600,True,16,Electronics
B00004Z5QU,,2,"They work fine but they don't look like any Belkin brand cable I have ever bought before. They do not have Belkin logos or part numbers anywhere, even on the packaging. BEWARE!^@#&$&*","01 11, 2011",A35ZHQYVG1M210,Michael McCarthy,{'Capacity:': ' 06-JS391'},Did not ship Belkin cable!,1294704000,True,,Electronics
B000051123,,5,"It charges quickly, lets you know when it's done, what more do you want?","10 8, 2001",A1MDAPKTOTWIKC,D. A. Hosek,,Does what it has to do...,1002499200,False,3,Electronics
B000067RTB,,5,Fits the bill,"02 18, 2015",ADG1WOFL233WM,K E,"{'Size:': ' 15 Feet/ 4.57 Meters', 'Color:': ' Black'}",Five Stars,1424217600,True,,Electronics
B00006AG6C,,5,"I did alot of research before deciding on this pair. As an experienced photographer, optical quality was my top priority.

I originally purchased them for hiking and long range mountain scanning in southern Oregon, and while initially perplexed between the 10X or 8X version; I found the extra sharpness of the 8X resolution negated the need for a 10X magnification, because they rendered so much detail.

With the 8X, I spotted a fire lookout station that I'd never seen before, on a mountain 15 miles out of town. Quite remarkable. Added to that, was the research at Cornell University's Ornithology Center on the web. Birdwatchers extraordinaire; who called them a steal. I concur. I never thought I'd be so happy paying this price for binoculars, but it was a no brainer. Tack sharp, lightweight and well worth owning.","11 18, 2005",A28ANQFNN4TZ9F,Eagle Eyes,{'Size:': ' 8x42'},"Tack sharp, lightweight and well worth owning.",1132272000,False,147,Electronics
B00005853Z,,5,"This was, easily, the most popular trackball in the history of trackballs.  It was ergonomic (well, at least for righties), the buttons were well laid out and it was accurate.  It was great for daily use, graphic arts AND gaming.  It recieved nothing but accolades since it's release.  And tons of people still want it.  If people didn't want it, would old stock still sell for $100???

Please, Microsoft, please, I beg you...re-release this classic device!!!!  I've heard rumors (and even seen pictures) of an updated version; but no official word has been made of a re-release.

Please, please, please, re-release it (at least in a small quantity) or come out with an updated version.  THEY WILL SELL WELL, I promise!","11 23, 2009",A3PZJ8BSI7A801,Amazon Customer,,Why was production for this stopped???,1258934400,False,,Electronics
B00000J4EY,,5,"Seems to work fine, hope I don't need the protection!","08 13, 2015",A1ETO8VZSX7J7L,Gil Delaney,"{'Size:': ' 15ft Power Cord', 'Style:': ' 6 Outlet'}",Good!,1439424000,True,,Electronics
B0000CE1UO,,5,"I bought these earbuds primarily for use when travelling, or lying on a noisey beach! The build quality is superb.  The wiring feels heavy and as a result, doesn't get tangled or move about causing drag on the ears.  The sound quality is also very good.  Much, much cleaner than any of the Apple earbuds (and, since the last iPod earbuds I bought cost $50, the E2c are in the same price range).

As with most audio reviews there are people who give products one star and say 'where is the bass, not enough volume'.  The only thing I can think is that these are the same people who pull into a gas station in a car that is pumping out 120Db of distorted bass-heavy rap.  The E2c are plenty loud enough, even when powered by an iPod, and even better when connected to a computer or hi-fi.  The bass response is solid, not overpowering (as it should be), on a wide range of music (from rap to jazz)

All in all, I'm very happy with these earbuds.  The only problem I have......I now want to try the more expensive Shure earbuds!","01 4, 2007",A9AVOPGTAWJ1K,Gerry,{'Product Packaging:': ' Standard Packaging'},Great earbuds,1167868800,False,2,Electronics
B0000AQR8F,,3,"BE ADVISED,.... the devise works as advertised,... but may dampen color of the second monitor if your are connecting a TV.  For me, i was trying to find a way that we could connect our computer to our TV and switch the external input of the TV and throw the computer image up on the big screen with a flip of a SWITCH ,... and it works but because of a lack of proper software communication  (ei, the PC cannot recognize the TV and communicate effectively because of the 'middle-man-switch' ) ,  the resulting image is sub-par at best.  This set up also needs a separate auxiliary cable for the sound.  Wouldn't be so hard to use an HDMI instead,.. if your PC video card is set up for dual monitor.  All that aside, it does as advertised and is a very sturdy product. I would certainly recommend this above the other switches out there for JUST monitor to monitor solution !!!!","08 2, 2015",A29KLJL0UUAWND,John Connor,,distorts colors when TV is the second monitor,1438473600,True,,Electronics
B00003CWDG,,5,"I was concerned because of the price, I thought that this item could have a regular quality, but its very good. I feel safe. Monster is a great company with high quality standards.","06 7, 2006",A1OHCHEFNO345R,O. Y. Parra,,Very good item at a good price.,1149638400,True,2,Electronics
B0000AI0N2,,5,I like the way I can protect all my devices without having a daisy chain of light bars. Only problem with all our gadgets we need a massive amount of outlets to plug them in to. This made the mess in the closet so much nicer to look at.,"07 3, 2015",A24PSBR0C65ZV4,my?opinion,{'Style:': ' 12 Outlet + TEL/TV'},neat and tidy,1435881600,True,,Electronics
B00005N9D3,,5,Great Product! Flat response and comfortable!,"05 25, 2017",A26GOKMO7NAQ0P,Cormack,"{'Product Packaging:': ' Standard Packaging', 'Style:': ' UR-20'}",Five Stars,1495670400,True,,Electronics
B00008Y0VN,,5,Like em a lot,"11 4, 2016",A1NDCSSA973B5F,Roy,{'Size:': ' 15x70'},Powerful,1478217600,True,,Electronics
B0000ACCJA,,5,works good for the money,"07 23, 2014",A15VYABIU02FGP,Dante,{'style:': ' USB Handheld Mic'},Five Stars,1406073600,False,,Electronics
B0000691IO,,5,"The Stick that came with my Sony HandyCam (8MB) was not sufficient and wanted to get a bigger one - I read good reviews about this in Amazon, elsewhere and from friends - though one review said there could be compatibility issues with Sony, I did not fine any - works like a charm.

Price - Comparable

Quality - Excellent

Performance - Amazing

Took various pictures - both in day and night - satisfactory performance.","07 25, 2004",A282XABZ9J36WT,Ghamesh Nirav,,Good buy!,1090713600,True,2,Electronics
B000068O33,,5,"High quality cord, which easily beats the run of the mill radio shack brand.  I'm glad I bought it.  I use it for professional work.","11 19, 2013",A3Q9OS238KILJK,FatherOfTwo,{'Size:': ' 6 Feet'},Very good!,1384819200,True,,Electronics
B00005T3EZ,,2,"It works, but the screws won't tighten.  Duct tape will have to do.","02 2, 2016",A21MLDIJN8LKVH,LL,,Two Stars,1454371200,True,,Electronics
B00001P4ZH,,4,"That's about it, really honest headphones, cheap and the sound is quite balanced. Headband pressure adjustable (firm / light). I find the firm a bit too tight but it's a good setting when being active. Totally recommend.","03 15, 2014",A2QAGLOY2VFUYU,Andre Alho,{'Color:': ' Black/Silver'},Best price/value headphones I ever had.,1394841600,True,2,Electronics
B000067SMI,,5,I had a RiteAV - SVGA Monitor Cable - 25 Ft. Just didn't do the job. I had a shadow image on my computer screen. Not with this cable though.,"03 29, 2012",A2916FGDTRAHL0,emerge,"{'Size:': ' 20-Feet', 'Package Type:': ' Standard Packaging'}",20' vga for computer monitor,1332979200,True,,Electronics
B00005B2QO,,4,"This is probably the best looking digital camera around. Its stainless steel body feels heavy duty and very professionally made. The body was designed by Porsche.
The pictures turn out awesome to say the least. But for (this price) they should! There is so many gadgets on this camera that even a professional would have fun learning them all. A novice would be overwelmed with this camera.
The photos are brilliant and have up to 4.3 megapixels at its highest resolution. You also can choose 2.4 megapixel, 1 megapixel and the small standard 480x640 resolution. You can also choose between fine, normal and soft for about 10 different photo choices.
The camera lets you also make it black and white, soft portrait and many other ""scene"" formats.
This camera does not get 5 stars though. The price is probably about $100 too high, the cool looking design is somewhat harder to hold than a standard looking camera and the battery takes 5 hours to recharge but does last a long time. Not even mentioning that the 16 meg smart media card is way to small for a camera of this magnitute. Get 128 meg card at Costco... and you can literally put almost 2000 photos onto this camera at the small size and about 70 of the 4 megapixel photos on it. I tell you- technology is awesome!
All in all though I am very happy with it. It gets my rave reviews even with its few shortcomings! Fuji - keep up the good work.","12 25, 2001",A1PN2U0AWXGVML,Mark,,"Space Age Look and Feel.........And Yes, Awesome Photos!",1009238400,False,14,Electronics
B000051SD1,,5,they work well,"09 2, 2015",A3MWFV52XC270I,David Crossett,{'Product Packaging:': ' Standard Packaging'},Five Stars,1441152000,True,,Electronics
B0000ATNH3,,5,"Incredible power on the magnet on this unit -- I don't see how it could blow off unless you were in a typhoon or hurricane!

Keep in mind that antennas need ""ground planes"" --- for this antenna the ground plane is your metal car, so this cannot be used as a room or outside your home antenna if you plan to transmit.","08 26, 2014",A1188LXSJLEP1C,craigery,{'Package Type:': ' Standard Packaging'},Incredible magnet on this antenna!,1409011200,True,,Electronics
